Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
154.57,-0.02,-0.08,0.05,-8.99,0.15,-3.97
154.68,0.01,0.01,-0.03,-8.99,0.14,-3.94
154.8,0.03,-0.02,0.08,-8.98,0.12,-3.98
154.91,-0.05,-0.0,0.0,-8.98,0.14,-3.96
155.02,-0.02,-0.05,0.03,-8.98,0.11,-3.96
155.14,-0.0,-0.02,0.03,-8.99,0.13,-3.94
155.25,-0.09,0.01,-0.13,-8.98,0.13,-3.97
155.37,0.04,-0.07,0.09,-8.98,0.15,-3.96
155.48,-0.09,0.06,-0.12,-8.98,0.15,-3.97
155.59,-0.02,0.01,-0.03,-9.0,0.14,-3.96
155.71,-0.05,-0.07,-0.04,-8.97,0.13,-3.97
155.82,0.01,-0.04,0.06,-8.98,0.13,-3.97
155.94,-0.03,0.03,-0.01,-8.98,0.14,-3.94
156.05,-0.03,-0.02,-0.03,-8.97,0.13,-3.94
156.17,-0.03,-0.04,-0.04,-8.98,0.12,-3.95
156.28,-0.05,-0.08,-0.04,-8.98,0.13,-3.95
156.4,-0.05,-0.02,-0.06,-8.99,0.14,-3.98
156.51,-0.09,0.03,-0.13,-8.99,0.13,-3.95
156.62,0.01,-0.05,0.03,-8.98,0.13,-3.96
156.74,-0.05,-0.05,-0.1,-8.98,0.14,-3.97
156.85,-0.06,-0.04,-0.1,-8.98,0.12,-3.97
156.97,0.03,-0.08,0.11,-8.99,0.13,-3.97
157.08,-0.08,-0.07,-0.09,-8.98,0.13,-3.95
157.2,-0.05,0.01,-0.09,-8.97,0.15,-3.97
157.31,0.01,0.03,0.06,-8.97,0.12,-3.95
157.42,-0.03,0.01,-0.07,-8.98,0.13,-3.95
157.54,0.03,-0.05,0.06,-8.98,0.12,-3.94
157.65,-0.02,-0.02,0.0,-8.99,0.12,-3.95
157.77,-0.03,-0.02,0.02,-8.99,0.14,-3.96
157.88,-0.08,0.01,-0.09,-8.97,0.14,-3.95
158.0,-0.0,-0.02,0.12,-8.98,0.13,-3.96
158.11,-0.02,-0.0,0.05,-8.98,0.14,-3.97
158.22,-0.08,0.07,-0.1,-8.98,0.14,-3.95
158.34,0.06,0.01,0.16,-8.99,0.14,-3.98
158.45,-0.06,0.04,-0.12,-9.0,0.13,-3.95
158.57,-0.0,-0.04,0.05,-8.98,0.13,-3.95
158.68,-0.0,0.03,-0.01,-8.98,0.13,-3.96
158.8,-0.06,0.01,-0.07,-8.98,0.13,-3.96
158.91,-0.0,-0.04,0.06,-8.98,0.14,-3.99
159.02,-0.02,0.01,-0.07,-8.99,0.13,-3.95
159.14,-0.05,0.03,-0.03,-8.97,0.14,-3.97
159.25,-0.0,0.04,-0.03,-8.97,0.13,-3.94
159.37,-0.05,0.06,-0.06,-8.98,0.14,-3.98
159.48,-0.02,0.04,-0.01,-9.0,0.14,-3.96
159.6,-0.03,-0.11,-0.04,-8.99,0.13,-3.96
159.71,0.01,-0.11,0.11,-8.97,0.13,-3.97
159.82,-0.0,-0.07,0.12,-8.98,0.14,-3.97
159.94,-0.02,-0.05,-0.04,-8.99,0.13,-3.95
160.05,-0.05,-0.02,-0.01,-8.99,0.14,-3.94
160.17,-0.03,-0.0,-0.01,-8.99,0.14,-3.97
160.28,-0.05,-0.05,-0.06,-8.98,0.15,-3.96
160.4,0.03,-0.02,0.06,-8.98,0.14,-3.95
160.51,-0.05,0.03,-0.06,-8.97,0.13,-3.97
160.63,-0.03,-0.02,-0.01,-8.99,0.14,-3.96
160.74,0.03,0.03,0.09,-8.98,0.12,-3.96
160.85,-0.06,-0.07,-0.1,-8.97,0.13,-3.96
160.97,-0.03,0.07,-0.06,-8.97,0.13,-3.96
161.08,-0.0,0.06,0.0,-8.98,0.12,-3.98
161.2,-0.0,0.03,0.02,-8.99,0.12,-3.96
161.31,-0.09,0.03,-0.18,-8.99,0.13,-3.96
161.43,-0.02,0.01,-0.03,-8.97,0.13,-3.95
161.54,-0.0,-0.07,0.0,-8.98,0.12,-3.95
161.65,-0.0,-0.0,0.06,-8.99,0.13,-3.96
161.77,-0.02,0.01,-0.04,-8.98,0.13,-3.97
161.88,-0.02,-0.0,-0.04,-8.96,0.12,-3.96
162.0,0.07,-0.0,0.22,-8.98,0.15,-3.97
162.11,-0.02,0.03,0.05,-8.97,0.13,-3.96
162.23,-0.09,-0.02,-0.13,-8.98,0.13,-3.96
162.34,0.04,-0.11,0.14,-8.98,0.14,-3.99
162.45,-0.03,-0.0,-0.01,-8.97,0.13,-3.96
162.57,-0.05,0.06,-0.04,-8.99,0.14,-3.98
162.68,0.06,-0.05,0.08,-8.99,0.12,-3.96
162.8,-0.0,-0.08,-0.01,-8.98,0.13,-3.97
162.91,-0.0,0.01,0.0,-8.98,0.14,-3.97
163.02,-0.06,0.07,-0.12,-8.96,0.13,-3.97
163.14,-0.02,-0.0,-0.01,-9.01,0.14,-3.96
163.25,0.01,-0.05,0.09,-8.97,0.13,-3.95
163.37,0.04,0.01,0.12,-8.97,0.16,-3.96
163.48,-0.02,-0.04,-0.03,-8.99,0.14,-3.97
163.6,-0.05,0.03,-0.07,-8.98,0.14,-3.97
163.71,0.04,-0.02,0.17,-8.98,0.15,-3.95
163.83,-0.0,-0.02,-0.03,-8.99,0.13,-3.97
163.94,0.01,-0.04,0.14,-8.97,0.14,-3.97
164.05,-0.09,-0.07,-0.13,-8.99,0.14,-3.97
164.17,0.01,-0.08,0.12,-8.99,0.14,-3.96
164.28,-0.0,-0.02,0.02,-8.97,0.13,-3.98
164.4,-0.05,0.06,-0.04,-8.98,0.13,-3.95
164.51,-0.03,0.01,-0.06,-8.97,0.13,-3.96
164.63,-0.05,-0.04,-0.04,-8.97,0.13,-3.95
164.74,0.03,-0.08,0.12,-8.99,0.15,-3.96
164.85,0.01,-0.02,0.0,-8.99,0.12,-3.99
164.97,-0.02,0.03,-0.01,-8.98,0.12,-3.97
165.08,-0.03,0.01,-0.03,-8.98,0.13,-3.97
165.2,-0.0,0.01,0.05,-8.97,0.13,-3.94
165.31,-0.0,-0.05,0.02,-8.99,0.14,-3.94
165.43,-0.03,-0.02,-0.06,-8.98,0.14,-3.96
165.54,-0.02,-0.02,-0.07,-8.99,0.13,-3.94
165.66,-0.05,-0.0,-0.04,-8.97,0.13,-3.94
165.77,-0.03,-0.07,-0.06,-8.98,0.14,-3.95
165.88,0.01,-0.04,0.11,-9.0,0.12,-3.95
166.0,-0.17,-0.07,-0.32,-8.99,0.13,-3.98
166.11,0.01,0.03,0.11,-8.97,0.15,-3.96
166.23,-0.08,-0.0,-0.15,-8.98,0.14,-3.96
166.34,-0.05,-0.04,-0.01,-9.0,0.13,-3.93
166.46,-0.03,0.01,0.03,-8.98,0.13,-3.95
166.57,-0.03,0.01,0.05,-8.98,0.13,-3.95
166.68,-0.06,0.01,-0.12,-8.97,0.14,-3.97
166.8,0.04,0.07,0.09,-9.0,0.14,-3.97
166.91,-0.03,0.04,0.0,-8.97,0.14,-3.96
167.03,-0.09,0.01,-0.13,-8.98,0.13,-3.98
167.14,-0.03,-0.07,0.0,-8.97,0.14,-3.96
171.37,-0.22,-0.08,-0.44,-8.98,0.13,-3.95
171.48,-0.14,0.03,-0.33,-8.99,0.12,-3.95
171.6,0.04,-0.02,0.16,-8.99,0.14,-3.96
171.71,0.03,0.04,0.03,-8.98,0.14,-3.99
171.83,-0.06,-0.05,-0.1,-8.98,0.13,-3.96
171.94,-0.0,-0.16,0.09,-8.99,0.13,-3.95
172.05,-0.03,-0.07,-0.03,-8.98,0.14,-3.95
172.17,-0.03,-0.08,0.02,-8.99,0.13,-3.95
172.28,0.03,-0.02,0.03,-8.98,0.14,-3.96
172.4,-0.03,-0.05,0.02,-8.96,0.13,-3.96
172.51,-0.0,-0.07,0.02,-8.97,0.15,-3.96
172.63,-0.0,-0.05,0.05,-8.99,0.13,-3.96
172.74,-0.08,0.09,-0.18,-8.97,0.12,-3.95
172.86,-0.05,-0.02,-0.1,-8.98,0.13,-3.95
172.97,-0.03,-0.02,-0.03,-8.98,0.15,-3.95
173.08,-0.05,0.03,0.02,-8.99,0.13,-3.96
173.2,0.04,-0.02,0.12,-8.99,0.12,-3.97
173.31,0.01,-0.02,0.06,-8.98,0.13,-3.94
173.43,-0.03,-0.02,-0.07,-9.0,0.13,-3.95
173.54,-0.08,-0.0,-0.1,-8.98,0.14,-3.96
173.66,-0.0,0.01,0.0,-9.0,0.13,-3.96
173.77,-0.11,-0.02,-0.15,-8.97,0.14,-4.01
173.88,-0.0,0.01,0.0,-8.98,0.14,-3.98
174.0,-0.02,0.04,0.03,-8.97,0.15,-3.96
174.11,-0.05,-0.08,0.0,-8.99,0.14,-3.95
174.23,0.04,-0.04,0.09,-8.97,0.14,-3.96
174.34,-0.03,0.03,-0.03,-8.97,0.14,-3.96
174.45,-0.0,-0.04,0.02,-8.98,0.14,-3.97
174.57,-0.02,-0.04,-0.09,-8.99,0.14,-3.93
174.68,-0.02,-0.05,0.03,-8.97,0.14,-3.96
174.8,-0.02,-0.04,-0.03,-8.99,0.13,-3.95
174.91,0.04,0.03,0.08,-8.99,0.12,-3.97
175.03,-0.08,0.01,-0.13,-8.98,0.13,-3.95
175.14,0.03,-0.02,0.14,-8.98,0.12,-3.95
175.26,-0.05,0.03,-0.01,-8.97,0.13,-3.97
175.37,-0.02,-0.04,0.02,-8.97,0.12,-3.96
175.48,0.04,0.01,0.05,-8.98,0.13,-3.97
175.6,-0.0,0.07,0.02,-8.97,0.14,-3.98
175.71,-0.05,-0.1,-0.18,-9.0,0.14,-3.96
175.83,-0.0,-0.04,0.05,-8.97,0.14,-3.95
175.94,0.01,0.04,-0.01,-8.98,0.15,-3.97
176.05,-0.03,-0.07,-0.06,-8.99,0.15,-3.95
176.17,-0.02,-0.02,-0.04,-8.98,0.14,-3.96
176.28,-0.03,-0.02,-0.04,-8.98,0.12,-3.97
176.4,0.04,-0.04,0.2,-8.98,0.14,-3.96
176.51,-0.05,-0.0,0.0,-8.98,0.14,-3.99
176.63,-0.03,-0.0,-0.07,-8.98,0.13,-3.96
176.74,0.01,-0.02,0.02,-8.99,0.14,-3.96
176.86,0.03,-0.0,0.05,-8.98,0.15,-3.98
176.97,-0.0,-0.02,0.0,-8.97,0.14,-3.96
177.08,-0.02,-0.02,0.03,-8.97,0.13,-3.97
177.2,-0.06,-0.02,-0.04,-8.99,0.14,-3.95
177.31,-0.08,-0.02,-0.09,-8.97,0.13,-3.95
177.43,0.04,-0.04,0.05,-8.97,0.14,-3.98
177.54,-0.02,-0.07,-0.03,-8.99,0.14,-3.95
177.66,-0.02,-0.02,0.0,-8.97,0.14,-3.95
177.77,-0.03,-0.05,-0.04,-8.99,0.14,-3.95
177.88,-0.05,0.01,-0.03,-8.99,0.13,-3.96
178.0,-0.03,-0.02,-0.01,-8.98,0.14,-3.96
178.11,-0.03,0.04,-0.03,-8.99,0.14,-3.95
178.23,-0.02,0.01,0.0,-8.98,0.14,-3.97
178.34,-0.0,-0.04,0.09,-8.97,0.13,-3.96
178.46,-0.02,-0.02,-0.01,-8.99,0.15,-3.97
178.57,-0.02,-0.0,-0.03,-8.99,0.13,-3.96
178.69,-0.0,-0.0,-0.03,-8.99,0.13,-3.96
178.8,-0.02,-0.04,-0.03,-9.0,0.14,-3.98
178.91,-0.0,-0.02,0.03,-8.98,0.12,-3.94
179.03,-0.0,-0.1,0.02,-8.97,0.12,-3.96
179.14,-0.03,0.01,-0.01,-8.98,0.14,-3.95
179.26,0.01,-0.0,-0.01,-8.99,0.13,-3.94
179.37,-0.03,-0.0,0.02,-8.99,0.13,-3.97
179.49,-0.05,-0.02,-0.1,-8.99,0.13,-3.96
179.6,0.01,0.01,0.16,-8.98,0.13,-3.97
179.72,-0.0,0.01,0.14,-8.97,0.13,-3.98
179.83,-0.03,-0.02,0.05,-8.98,0.12,-3.96
179.94,0.01,-0.07,0.03,-9.0,0.13,-3.95
180.06,-0.03,-0.05,-0.04,-8.98,0.14,-3.97
180.17,-0.0,-0.0,0.0,-8.97,0.14,-3.96
180.29,0.03,-0.0,0.06,-8.98,0.13,-3.96
180.4,-0.03,-0.05,-0.04,-8.98,0.13,-3.98
180.51,-0.0,-0.04,0.0,-8.97,0.14,-3.96
180.63,-0.03,0.03,0.0,-8.98,0.13,-3.95
180.74,0.01,0.09,0.03,-8.98,0.13,-3.97
180.86,0.01,-0.05,0.14,-8.97,0.14,-3.97
180.97,-0.08,-0.0,-0.21,-8.97,0.14,-3.98
181.09,0.09,0.04,0.23,-8.98,0.13,-3.95
181.2,-0.08,-0.02,-0.1,-8.99,0.14,-3.95
181.31,0.04,-0.02,0.03,-8.98,0.12,-3.96
181.43,-0.02,0.04,0.06,-8.96,0.13,-3.96
181.54,-0.02,-0.07,0.08,-8.98,0.13,-3.96
181.66,0.01,0.04,-0.01,-8.99,0.13,-3.95
181.77,-0.0,-0.07,0.03,-8.98,0.14,-3.95
181.88,-0.02,-0.02,0.08,-8.99,0.13,-3.97
182.0,-0.03,-0.04,-0.01,-8.98,0.14,-3.96
182.11,-0.08,-0.05,-0.03,-8.99,0.13,-3.98
182.23,0.01,0.03,0.08,-8.98,0.13,-3.97
182.34,-0.03,-0.04,0.03,-8.98,0.13,-3.96
182.46,-0.05,-0.14,-0.03,-8.98,0.13,-3.98
182.57,-0.02,-0.02,-0.01,-8.97,0.13,-3.96
182.69,-0.0,0.01,0.06,-8.98,0.15,-3.97
182.8,-0.02,-0.04,-0.01,-9.0,0.14,-3.93
182.91,0.03,-0.0,0.02,-8.98,0.13,-3.96
183.03,-0.0,-0.04,0.02,-9.0,0.14,-3.94
183.14,-0.0,-0.04,0.02,-8.99,0.13,-3.96
183.26,-0.0,-0.0,-0.01,-8.99,0.12,-3.98
183.37,-0.02,-0.02,-0.01,-8.98,0.14,-3.99
183.49,-0.0,-0.04,0.05,-8.97,0.13,-3.95
183.6,-0.09,-0.05,-0.15,-8.99,0.13,-3.95
183.72,0.03,-0.17,0.22,-9.0,0.12,-3.94
183.83,-0.0,0.09,0.02,-8.98,0.14,-3.96
183.94,-0.11,0.04,-0.24,-8.98,0.14,-3.94
184.06,0.12,-0.0,0.26,-8.98,0.12,-3.96
184.17,-0.03,-0.0,-0.12,-8.99,0.13,-3.97
184.29,-0.03,-0.05,-0.13,-8.97,0.15,-3.95
184.4,0.03,-0.04,0.05,-8.96,0.13,-3.95
184.52,-0.03,0.01,0.0,-8.98,0.12,-3.96
184.63,-0.06,0.01,0.02,-8.97,0.14,-3.96
184.74,0.01,-0.02,0.03,-8.97,0.14,-3.97
184.86,-0.03,-0.02,-0.01,-8.98,0.14,-3.94
184.97,-0.02,-0.05,0.08,-8.99,0.14,-3.96
185.09,-0.02,0.06,-0.12,-8.98,0.14,-3.96
185.2,-0.02,0.01,0.02,-8.98,0.14,-3.98
185.32,-0.0,-0.02,-0.03,-8.98,0.13,-3.97
185.43,-0.03,0.03,0.05,-8.98,0.14,-3.97
185.54,-0.05,-0.05,-0.06,-8.98,0.13,-3.98
185.66,0.06,0.06,0.0,-8.97,0.15,-3.96
185.77,-0.03,-0.04,-0.04,-8.98,0.14,-3.95
185.89,-0.03,-0.11,0.08,-8.97,0.14,-3.96
186.0,-0.09,-0.07,-0.15,-8.98,0.14,-3.97
186.12,0.09,0.03,0.31,-8.98,0.13,-3.96
186.23,0.12,-0.04,0.32,-8.98,0.14,-3.98
186.34,-0.12,-0.11,-0.21,-8.98,0.14,-3.98
186.46,0.01,-0.08,0.08,-8.98,0.14,-3.95
186.57,0.01,0.06,0.06,-8.99,0.13,-3.98
186.69,-0.06,0.01,-0.07,-8.99,0.14,-3.97
186.8,-0.03,-0.05,-0.07,-8.98,0.13,-3.99
186.91,-0.02,-0.05,-0.06,-8.99,0.13,-3.94
187.03,-0.03,-0.0,-0.09,-8.98,0.14,-3.98
187.14,0.01,0.09,0.06,-8.98,0.14,-3.95
187.26,-0.08,-0.05,-0.12,-8.99,0.12,-3.95
187.37,-0.03,-0.07,-0.01,-8.98,0.14,-3.97
187.49,0.01,0.03,0.0,-8.97,0.14,-3.95
187.6,-0.52,-0.37,-0.96,-9.03,0.17,-3.98
187.72,0.61,-0.04,1.64,-8.95,0.14,-3.97
187.83,-0.26,0.24,-0.65,-8.98,0.14,-3.96
187.94,-0.22,0.1,-0.41,-9.0,0.12,-3.96
188.06,0.03,-0.04,0.14,-8.98,0.13,-3.95
188.17,-0.11,-0.04,-0.32,-8.98,0.14,-3.97
188.29,-0.02,-0.04,-0.06,-8.99,0.12,-3.96
188.4,0.06,-0.02,0.22,-8.98,0.14,-3.95
188.52,-0.08,0.01,-0.12,-9.0,0.13,-3.96
188.63,-0.05,-0.04,-0.04,-8.99,0.13,-3.96
188.74,0.01,-0.08,-0.03,-8.99,0.14,-3.96
188.86,-0.02,0.03,0.02,-8.98,0.13,-3.94
188.97,-0.02,0.01,0.0,-8.98,0.13,-3.94
189.09,0.01,-0.04,0.03,-8.99,0.13,-3.94
189.2,-0.02,-0.05,0.02,-8.98,0.13,-3.97
189.32,-0.03,-0.0,-0.01,-9.0,0.14,-3.96
189.43,-0.0,-0.0,0.0,-8.99,0.15,-3.96
189.54,0.01,0.03,0.03,-8.97,0.13,-3.96
189.66,-0.06,-0.0,-0.07,-8.98,0.14,-3.94
189.77,-0.05,-0.02,-0.06,-8.99,0.14,-3.96
189.89,-0.03,-0.04,0.02,-8.98,0.13,-3.95
190.0,-0.0,-0.0,0.08,-8.99,0.13,-3.97
190.12,-0.0,0.01,0.03,-8.98,0.15,-3.96
190.23,-0.0,-0.0,0.05,-8.98,0.14,-3.97
190.35,0.01,0.03,0.06,-8.98,0.13,-3.95
190.46,-0.06,0.06,-0.15,-8.99,0.13,-3.96
190.57,-0.0,-0.07,0.09,-8.98,0.13,-3.96
190.69,-0.02,-0.13,0.09,-8.99,0.14,-3.99
190.8,0.03,-0.0,0.12,-8.98,0.12,-3.97
190.92,-0.09,-0.02,-0.15,-8.98,0.14,-3.98
191.03,-0.0,0.04,-0.04,-8.96,0.13,-3.95
191.14,0.01,-0.08,0.03,-8.98,0.14,-3.97
191.26,-0.02,-0.02,-0.06,-9.0,0.12,-3.97
191.37,-0.03,-0.02,-0.04,-8.98,0.15,-3.97
191.49,0.01,-0.02,0.0,-8.97,0.14,-3.98
191.6,-0.05,-0.02,-0.06,-8.97,0.13,-3.97
191.72,0.06,-0.02,0.11,-9.0,0.14,-3.95
191.83,0.01,0.07,-0.01,-8.99,0.13,-3.96
191.94,-0.25,0.18,-0.67,-8.97,0.15,-3.97
192.06,-0.17,-0.04,-0.3,-8.97,0.13,-3.97
192.17,0.04,-0.14,0.16,-8.99,0.13,-3.95
192.29,-0.02,0.04,-0.06,-8.97,0.15,-3.97
192.4,-0.14,-0.05,-0.24,-8.99,0.12,-3.94
192.52,-0.02,-0.07,0.11,-8.98,0.14,-3.96
192.63,-0.0,-0.05,0.12,-8.99,0.13,-3.95
192.75,0.01,-0.0,0.03,-8.98,0.14,-3.96
192.86,0.03,-0.0,0.16,-8.99,0.13,-3.93
192.97,-0.08,-0.0,-0.15,-8.99,0.13,-3.94
193.09,-0.0,-0.04,-0.09,-8.98,0.14,-3.95
193.2,-0.02,-0.0,0.05,-8.99,0.14,-3.96
193.32,0.06,0.1,0.22,-8.98,0.15,-3.98
193.43,-0.08,0.09,-0.18,-8.99,0.14,-3.97
193.55,-0.03,0.03,-0.07,-8.99,0.13,-3.94
193.66,0.1,-0.14,0.38,-8.98,0.13,-3.97
193.77,-0.11,-0.05,-0.29,-8.98,0.12,-3.97
193.89,0.06,0.03,0.17,-8.98,0.13,-3.97
194.0,-0.08,0.16,-0.24,-9.0,0.14,-3.95
194.12,-0.02,0.12,-0.03,-8.98,0.13,-3.98
194.23,-0.08,-0.04,-0.21,-8.97,0.13,-3.96
194.35,0.17,-0.08,0.46,-8.98,0.12,-3.96
194.46,0.12,0.03,0.34,-8.97,0.15,-3.97
194.57,-0.28,-0.04,-0.7,-8.99,0.13,-3.98
194.69,0.06,-0.02,0.17,-8.99,0.14,-3.95
194.8,-0.0,0.06,-0.07,-8.98,0.15,-3.97
194.92,-0.09,-0.05,-0.15,-8.98,0.13,-3.95
199.26,0.06,-0.04,0.03,-8.98,0.13,-3.99
199.37,-0.12,-0.0,-0.18,-8.97,0.14,-3.95
199.49,0.09,0.1,0.12,-8.98,0.13,-3.96
199.6,-0.02,-0.07,-0.01,-8.97,0.15,-3.96
199.72,-0.06,-0.08,-0.04,-8.99,0.13,-3.95
199.83,0.01,0.09,0.09,-9.0,0.13,-3.95
199.95,-0.0,-0.04,0.03,-8.98,0.14,-3.96
200.06,-0.08,-0.13,-0.04,-9.01,0.12,-3.96
200.17,-0.03,-0.02,0.02,-8.97,0.14,-3.97
200.29,0.03,0.04,0.12,-8.99,0.12,-3.95
200.4,-0.02,0.03,0.05,-8.99,0.15,-3.96
200.52,-0.03,-0.05,-0.01,-8.97,0.13,-3.98
200.63,0.09,-0.0,0.28,-8.97,0.14,-3.96
200.75,-0.09,0.07,-0.18,-8.99,0.12,-3.97
200.86,-0.05,0.03,-0.09,-8.99,0.13,-3.97
200.97,0.04,-0.07,0.26,-8.98,0.13,-3.96
201.09,0.12,-0.07,0.32,-8.99,0.12,-3.96
201.2,-0.0,-0.02,0.05,-8.99,0.14,-3.96
201.32,-0.03,-0.07,-0.03,-8.98,0.14,-3.97
201.43,-0.06,0.06,-0.06,-8.98,0.12,-3.95
201.55,-0.19,-0.05,-0.36,-8.98,0.13,-3.94
201.66,0.1,-0.05,0.25,-8.97,0.14,-3.95
201.77,-0.02,0.1,-0.07,-8.98,0.13,-3.97
201.89,0.06,-0.16,0.29,-9.0,0.12,-3.98
202.0,0.06,-0.08,0.14,-8.98,0.11,-3.94
202.12,-0.08,-0.04,-0.15,-8.99,0.13,-3.97
202.23,-0.02,-0.02,-0.03,-8.99,0.13,-3.96
202.35,-0.06,0.01,-0.17,-8.98,0.13,-3.95
202.46,0.01,-0.14,0.03,-8.99,0.11,-3.96
202.57,-0.0,0.07,0.02,-8.98,0.14,-3.98
202.69,-0.03,0.03,-0.1,-8.99,0.14,-3.97
202.8,0.06,0.09,0.06,-8.97,0.13,-3.97
202.92,-0.11,0.09,-0.23,-8.96,0.14,-3.97
203.03,-0.02,-0.07,-0.01,-8.99,0.12,-3.96
203.15,0.03,0.01,0.2,-8.97,0.13,-3.98
203.26,-0.11,-0.05,-0.18,-8.97,0.15,-3.95
203.37,0.04,-0.02,0.17,-8.98,0.12,-3.97
203.49,-0.0,0.01,-0.01,-8.99,0.11,-3.98
203.6,-0.03,-0.04,-0.04,-9.0,0.13,-3.95
203.72,0.01,-0.04,0.06,-8.97,0.12,-3.96
203.83,-0.05,-0.08,-0.07,-8.98,0.13,-3.96
203.95,0.03,-0.02,0.11,-8.98,0.13,-3.97
204.06,-0.05,-0.05,-0.1,-8.98,0.13,-3.97
204.17,-0.0,0.01,0.02,-8.99,0.14,-3.95
204.29,-0.05,-0.02,-0.06,-8.96,0.13,-3.98
204.4,-0.03,-0.07,-0.09,-8.99,0.13,-3.95
204.52,-0.0,-0.02,0.02,-8.97,0.12,-3.95
204.63,-0.0,-0.0,-0.09,-8.98,0.13,-3.98
204.75,-0.0,0.03,0.05,-8.98,0.14,-3.99
204.86,-0.05,-0.0,-0.07,-8.98,0.13,-3.95
204.98,-0.08,0.01,-0.17,-8.98,0.12,-3.97
205.09,0.01,0.06,-0.04,-8.99,0.14,-3.97
205.2,0.04,-0.0,0.08,-8.97,0.12,-3.95
205.32,0.01,-0.08,0.06,-8.98,0.14,-3.98
205.43,-0.19,0.01,-0.39,-8.98,0.12,-3.95
205.55,0.09,0.04,0.12,-8.99,0.13,-3.95
205.66,-0.03,-0.0,-0.1,-8.97,0.13,-3.96
205.77,-0.06,-0.04,-0.07,-8.98,0.13,-3.96
205.89,-0.02,-0.02,0.03,-8.98,0.13,-3.96
206.0,-0.0,0.03,0.0,-8.97,0.13,-3.97
206.12,0.03,0.03,-0.01,-8.97,0.14,-3.97
206.23,-0.02,0.04,0.03,-8.97,0.11,-3.95
206.35,-0.02,0.01,0.03,-8.98,0.13,-3.97
206.46,-0.08,-0.0,-0.12,-8.98,0.13,-3.96
206.57,0.07,-0.0,0.16,-8.97,0.14,-3.97
206.69,-0.05,-0.02,-0.1,-8.98,0.13,-3.97
206.8,0.06,-0.0,0.2,-8.97,0.13,-3.95
206.92,-0.08,-0.04,0.0,-8.99,0.14,-3.96
207.03,-0.14,-0.04,-0.32,-8.99,0.14,-3.95
207.15,-0.06,0.03,-0.09,-8.98,0.13,-3.97
207.26,0.04,0.03,0.2,-8.98,0.13,-3.96
207.38,-0.03,-0.0,0.02,-8.97,0.14,-3.99
207.49,0.04,-0.04,0.19,-8.98,0.13,-3.96
207.6,0.01,0.06,0.02,-8.99,0.12,-3.96
207.72,-0.03,0.04,-0.01,-8.99,0.14,-3.96
207.83,-0.05,-0.13,0.0,-9.0,0.13,-3.97
207.95,-0.09,-0.02,-0.1,-8.99,0.14,-3.95
208.06,-0.0,-0.0,0.14,-8.99,0.13,-3.92
208.18,-0.11,-0.07,-0.2,-9.0,0.14,-3.97
208.29,-0.06,-0.07,-0.01,-8.98,0.12,-3.94
208.4,0.06,0.01,0.2,-8.97,0.13,-3.96
208.52,-0.15,-0.0,-0.33,-8.98,0.14,-3.95
208.63,0.1,-0.05,0.23,-8.98,0.12,-3.97
208.75,0.03,-0.0,0.09,-8.97,0.14,-3.94
208.86,0.01,-0.07,0.11,-8.97,0.12,-3.96
208.97,0.01,0.03,0.08,-8.98,0.14,-3.98
209.09,-0.05,0.04,-0.15,-8.97,0.13,-3.97
209.2,-0.02,0.01,-0.01,-9.0,0.13,-3.98
209.32,-0.02,0.01,-0.03,-8.99,0.12,-3.97
209.43,-0.02,-0.04,0.0,-8.99,0.12,-3.96
209.55,-0.05,-0.0,-0.09,-8.98,0.14,-3.95
209.66,-0.06,-0.0,-0.09,-8.98,0.12,-3.95
209.77,0.03,-0.04,0.11,-8.98,0.13,-3.97
209.89,-0.06,-0.04,-0.07,-8.98,0.13,-3.98
210.0,0.01,-0.0,0.08,-8.99,0.14,-3.98
210.12,-0.03,-0.04,0.0,-8.99,0.14,-3.97
210.23,0.03,-0.05,0.05,-8.98,0.14,-3.95
210.35,-0.05,0.03,-0.01,-8.98,0.13,-3.95
210.46,-0.05,0.03,-0.07,-8.97,0.13,-3.96
210.58,-0.05,-0.0,0.02,-8.98,0.14,-3.97
210.69,-0.0,0.01,-0.03,-8.99,0.13,-3.95
210.8,-0.09,-0.07,-0.09,-8.99,0.13,-3.96
210.92,-0.08,0.01,-0.13,-8.99,0.13,-3.96
211.03,-0.02,0.01,0.0,-8.97,0.13,-3.96
211.15,-0.03,-0.04,-0.03,-8.99,0.15,-3.93
211.26,0.01,0.01,0.06,-8.98,0.13,-3.96
211.38,-0.11,0.03,-0.1,-8.99,0.13,-3.96
211.49,-0.02,0.03,0.03,-8.99,0.13,-3.93
211.6,-0.02,0.07,-0.03,-8.98,0.13,-3.96
211.72,-0.09,-0.04,-0.1,-8.98,0.15,-3.96
211.83,0.01,-0.1,0.05,-8.98,0.12,-3.96
211.95,0.03,0.01,0.08,-8.98,0.13,-3.95
212.06,-0.05,0.03,-0.07,-8.99,0.13,-3.97
212.17,0.01,-0.02,0.05,-8.99,0.13,-3.94
212.29,0.01,-0.0,-0.01,-8.97,0.12,-3.98
212.4,-0.03,0.07,-0.03,-8.98,0.12,-3.99
212.52,-0.09,-0.13,-0.13,-8.98,0.12,-3.96
212.63,-0.02,-0.1,0.03,-9.0,0.14,-3.97
212.75,0.07,-0.04,0.22,-8.97,0.12,-3.95
