Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Nm]
31.25,0.04,0.01,-0.02,0.52,-0.0,9.33,0.1
31.27,0.02,-0.01,-0.01,0.52,0.0,9.33,-0.27
31.29,-0.01,-0.03,0.0,0.53,0.01,9.32,-0.4
31.31,-0.02,-0.02,0.01,0.54,0.01,9.3,-0.37
31.33,-0.03,0.0,0.0,0.54,0.01,9.3,-0.42
31.34,-0.02,-0.0,0.0,0.53,0.01,9.29,-0.65
31.36,-0.03,-0.02,0.02,0.53,0.0,9.3,-0.92
31.38,-0.03,-0.02,0.04,0.52,-0.0,9.3,-0.99
31.4,-0.02,-0.02,0.03,0.52,-0.0,9.3,-0.8
31.42,-0.01,-0.01,0.02,0.53,-0.0,9.32,-0.5
31.43,-0.01,-0.01,-0.0,0.54,0.01,9.33,-0.37
31.45,-0.02,-0.01,-0.02,0.54,0.01,9.33,-0.39
31.47,-0.03,0.0,-0.02,0.53,0.01,9.32,-0.36
31.49,-0.02,0.01,-0.0,0.52,-0.0,9.32,-0.09
31.51,0.0,0.01,0.01,0.53,-0.01,9.32,0.35
31.52,0.02,-0.02,0.02,0.54,-0.02,9.32,0.68
31.54,0.02,-0.05,0.01,0.54,-0.02,9.33,0.8
31.56,0.02,-0.07,0.0,0.53,-0.02,9.34,0.77
31.58,0.02,-0.1,0.01,0.52,-0.03,9.34,0.83
31.59,0.0,-0.09,0.01,0.53,-0.02,9.34,1.07
31.61,-0.01,-0.05,0.0,0.54,0.0,9.34,1.33
31.63,-0.03,-0.01,-0.0,0.55,0.02,9.33,1.38
31.65,-0.06,0.0,0.01,0.55,0.02,9.31,1.17
31.67,-0.09,0.01,0.03,0.55,0.02,9.3,0.89
31.68,-0.1,0.02,0.05,0.54,0.01,9.29,0.77
31.7,-0.1,0.0,0.06,0.54,0.01,9.29,0.79
31.72,-0.09,-0.03,0.05,0.54,0.01,9.3,0.75
31.74,-0.09,-0.06,0.02,0.55,0.01,9.32,0.49
31.76,-0.07,-0.07,0.0,0.56,0.0,9.35,0.03
31.77,-0.03,-0.08,0.0,0.56,-0.0,9.35,-0.3
31.79,0.0,-0.09,0.03,0.56,-0.01,9.35,-0.4
31.81,0.01,-0.07,0.06,0.56,-0.01,9.34,-0.37
31.83,0.0,-0.06,0.08,0.55,-0.01,9.33,-0.43
31.85,-0.01,-0.05,0.08,0.54,-0.0,9.31,-0.68
31.86,-0.01,-0.03,0.08,0.54,0.0,9.31,-0.94
31.88,0.0,-0.01,0.07,0.54,0.0,9.32,-0.98
31.9,0.0,0.0,0.05,0.53,-0.0,9.33,-0.75
31.92,-0.01,0.01,0.02,0.53,-0.01,9.34,-0.48
31.94,-0.04,0.02,-0.01,0.52,-0.01,9.35,-0.37
31.95,-0.06,0.04,-0.02,0.52,-0.01,9.35,-0.39
31.97,-0.07,0.06,-0.02,0.51,-0.01,9.35,-0.34
31.99,-0.07,0.06,-0.03,0.52,-0.01,9.35,-0.07
32.01,-0.08,0.04,-0.05,0.52,-0.0,9.34,0.4
32.03,-0.09,0.01,-0.06,0.52,-0.0,9.34,0.71
32.04,-0.08,-0.0,-0.06,0.51,-0.0,9.33,0.8
32.06,-0.07,0.0,-0.04,0.51,-0.01,9.31,0.77
32.08,-0.06,0.02,-0.03,0.52,-0.02,9.31,0.84
32.1,-0.05,0.05,-0.04,0.53,-0.02,9.31,1.1
32.12,-0.04,0.08,-0.04,0.53,-0.02,9.32,1.35
32.13,-0.03,0.1,-0.03,0.53,-0.01,9.33,1.37
32.15,-0.02,0.09,-0.02,0.53,-0.0,9.32,1.13
32.17,-0.0,0.05,-0.03,0.53,0.01,9.3,0.88
32.19,0.01,-0.0,-0.04,0.53,0.02,9.29,0.77
32.2,0.0,-0.05,-0.05,0.53,0.02,9.29,0.8
32.22,-0.01,-0.06,-0.04,0.53,0.02,9.29,0.73
32.24,-0.03,-0.05,-0.03,0.53,0.01,9.3,0.44
32.26,-0.05,-0.03,-0.02,0.53,0.0,9.32,-0.02
32.28,-0.07,-0.0,-0.02,0.53,-0.01,9.32,-0.32
32.29,-0.08,0.02,-0.03,0.53,-0.01,9.33,-0.4
32.31,-0.07,-0.0,-0.05,0.53,-0.01,9.34,-0.37
32.33,-0.05,-0.04,-0.05,0.53,-0.01,9.34,-0.45
32.35,-0.05,-0.07,-0.06,0.52,-0.01,9.33,-0.73
32.37,-0.05,-0.05,-0.07,0.52,0.0,9.32,-0.96
32.38,-0.08,-0.02,-0.05,0.52,0.01,9.31,-0.95
32.4,-0.11,-0.0,-0.01,0.52,0.02,9.31,-0.72
32.42,-0.11,0.0,0.03,0.52,0.02,9.3,-0.45
32.44,-0.08,-0.0,0.06,0.53,0.02,9.29,-0.37
32.46,-0.04,-0.01,0.08,0.53,0.02,9.28,-0.4
32.47,-0.02,-0.03,0.09,0.54,0.01,9.28,-0.32
32.49,-0.02,-0.06,0.07,0.53,0.01,9.3,0.0
32.51,0.0,-0.09,0.03,0.53,0.01,9.32,0.42
32.53,0.04,-0.11,0.01,0.53,0.01,9.33,0.74
32.54,0.06,-0.11,0.01,0.53,0.01,9.34,0.8
32.56,0.06,-0.1,0.02,0.53,-0.0,9.33,0.77
32.58,0.05,-0.06,0.04,0.53,-0.01,9.31,0.87
32.6,0.04,-0.01,0.05,0.53,-0.01,9.3,1.15
32.62,0.03,0.02,0.05,0.54,-0.01,9.29,1.37
32.63,0.02,0.03,0.05,0.55,-0.0,9.29,1.35
32.65,0.01,0.03,0.05,0.55,0.0,9.28,1.1
32.67,-0.01,0.02,0.06,0.54,0.01,9.28,0.84
32.69,-0.02,0.03,0.06,0.54,0.0,9.28,0.77
32.71,-0.03,0.05,0.05,0.53,-0.0,9.29,0.8
32.72,-0.04,0.06,0.03,0.52,-0.01,9.31,0.72
32.74,-0.06,0.07,0.03,0.5,-0.02,9.32,0.37
32.76,-0.06,0.06,0.03,0.5,-0.02,9.3,-0.04
32.78,-0.05,0.05,0.02,0.5,-0.02,9.29,-0.35
32.8,-0.03,0.06,0.02,0.5,-0.0,9.29,-0.4
32.81,-0.02,0.09,0.03,0.5,0.01,9.3,-0.37
32.83,-0.02,0.11,0.04,0.51,0.01,9.31,-0.48
32.85,-0.04,0.11,0.03,0.51,0.01,9.32,-0.75
32.87,-0.05,0.09,0.02,0.51,0.01,9.32,-0.98
32.89,-0.05,0.07,0.01,0.52,0.01,9.33,-0.94
32.9,-0.04,0.04,0.01,0.53,-0.0,9.34,-0.67
32.92,-0.03,-0.0,-0.01,0.54,-0.01,9.33,-0.43
32.94,-0.01,-0.03,-0.02,0.55,-0.01,9.32,-0.37
32.96,0.01,-0.05,-0.03,0.54,-0.01,9.32,-0.4
32.98,0.03,-0.05,-0.04,0.53,-0.0,9.33,-0.3
32.99,0.03,-0.03,-0.03,0.53,0.0,9.34,0.05
33.01,0.03,-0.0,-0.01,0.53,0.01,9.34,0.49
33.03,0.04,0.02,0.01,0.53,0.02,9.33,0.76
33.05,0.07,0.06,0.02,0.53,0.02,9.32,0.79
33.06,0.07,0.09,0.02,0.53,0.02,9.32,0.77
33.08,0.04,0.1,0.02,0.52,0.02,9.31,0.9
33.1,0.0,0.09,0.01,0.52,0.02,9.3,1.17
33.12,-0.03,0.08,0.0,0.52,0.01,9.29,1.39
33.14,-0.04,0.06,0.02,0.53,0.0,9.28,1.33
33.16,-0.03,0.03,0.03,0.54,-0.0,9.29,1.05
33.17,-0.02,0.01,0.03,0.55,-0.0,9.31,0.83
33.19,-0.03,-0.0,0.03,0.55,-0.0,9.33,0.77
33.21,-0.03,-0.0,0.02,0.54,-0.01,9.35,0.8
33.23,-0.01,0.0,-0.0,0.53,-0.01,9.35,0.68
33.25,0.01,0.0,-0.04,0.53,-0.01,9.34,0.32
33.26,0.02,0.01,-0.06,0.52,-0.01,9.33,-0.11
33.28,0.04,0.01,-0.05,0.52,-0.0,9.33,-0.37
33.3,0.06,0.0,-0.02,0.53,-0.0,9.32,-0.39
33.32,0.04,-0.0,0.01,0.53,-0.01,9.31,-0.37
33.34,-0.01,0.0,0.03,0.54,-0.01,9.3,-0.51
33.35,-0.07,0.01,0.03,0.56,-0.01,9.3,-0.78
33.37,-0.12,0.01,0.01,0.57,-0.01,9.31,-0.99
33.39,-0.14,0.02,-0.01,0.58,-0.01,9.3,-0.92
33.41,-0.13,0.03,-0.01,0.57,-0.0,9.3,-0.65
33.42,-0.09,0.05,0.0,0.55,0.01,9.31,-0.42
33.44,-0.05,0.06,0.03,0.53,0.01,9.32,-0.37
33.46,-0.01,0.08,0.05,0.51,0.02,9.34,-0.4
33.48,0.01,0.09,0.06,0.5,0.03,9.34,-0.27
33.5,0.04,0.08,0.07,0.51,0.02,9.34,0.12
33.51,0.07,0.05,0.06,0.52,0.02,9.33,0.53
33.53,0.1,0.03,0.03,0.53,0.01,9.33,0.77
33.55,0.12,0.01,0.02,0.54,0.01,9.33,0.79
33.57,0.1,0.02,0.02,0.54,-0.0,9.33,0.77
33.59,0.05,0.02,0.02,0.53,-0.0,9.33,0.93
33.6,0.02,0.0,0.03,0.53,-0.0,9.32,1.22
33.62,-0.02,-0.01,0.01,0.53,-0.0,9.32,1.4
33.64,-0.06,-0.03,0.01,0.53,-0.0,9.32,1.3
33.66,-0.11,-0.03,0.01,0.53,-0.0,9.32,1.04
33.68,-0.14,-0.04,0.0,0.54,-0.0,9.3,0.8
33.69,-0.15,-0.04,0.0,0.54,0.0,9.3,0.77
33.71,-0.12,-0.04,0.03,0.54,0.0,9.3,0.8
33.73,-0.09,-0.03,0.06,0.54,0.01,9.31,0.65
33.75,-0.07,-0.02,0.08,0.54,0.01,9.33,0.28
33.77,-0.04,0.0,0.07,0.54,0.02,9.33,-0.15
33.78,-0.01,0.02,0.05,0.54,0.02,9.33,-0.38
33.8,0.01,0.01,0.05,0.54,0.02,9.34,-0.39
33.82,0.0,0.01,0.05,0.54,0.02,9.34,-0.38
33.84,-0.03,0.0,0.06,0.54,0.02,9.33,-0.54
33.86,-0.08,0.0,0.08,0.54,0.02,9.32,-0.83
33.87,-0.12,0.01,0.09,0.54,0.03,9.3,-1.0
33.89,-0.13,-0.0,0.09,0.54,0.04,9.29,-0.89
33.91,-0.14,-0.0,0.06,0.54,0.03,9.28,-0.62
33.93,-0.14,0.02,0.01,0.55,0.02,9.28,-0.4
33.94,-0.11,0.04,-0.04,0.55,0.01,9.28,-0.37
33.96,-0.08,0.06,-0.07,0.56,0.01,9.29,-0.39
33.98,-0.07,0.08,-0.07,0.56,0.0,9.31,-0.24
34.0,-0.06,0.08,-0.07,0.55,0.0,9.33,0.15
34.02,-0.05,0.07,-0.06,0.54,-0.0,9.34,0.57
34.03,-0.04,0.06,-0.05,0.54,-0.0,9.35,0.78
34.05,-0.02,0.05,-0.06,0.53,-0.0,9.34,0.78
34.07,-0.01,0.04,-0.08,0.53,-0.0,9.32,0.78
34.09,0.01,0.04,-0.08,0.53,-0.0,9.31,0.94
34.11,0.03,0.02,-0.07,0.54,-0.01,9.31,1.25
34.12,0.03,0.01,-0.05,0.54,-0.01,9.31,1.4
34.14,0.01,0.02,-0.03,0.55,-0.01,9.31,1.27
34.16,-0.01,0.01,-0.02,0.56,-0.01,9.32,0.99
34.18,-0.02,0.0,0.01,0.56,-0.01,9.34,0.79
34.2,-0.03,-0.0,0.03,0.55,-0.01,9.35,0.78
34.21,-0.02,0.01,0.05,0.55,-0.01,9.34,0.79
34.23,-0.0,0.01,0.07,0.54,-0.01,9.33,0.61
34.25,0.01,0.0,0.09,0.54,-0.01,9.31,0.23
34.27,-0.0,0.0,0.09,0.54,-0.01,9.3,-0.21
34.29,-0.05,0.01,0.08,0.54,-0.01,9.31,-0.39
34.3,-0.09,0.02,0.06,0.53,-0.01,9.32,-0.38
34.32,-0.1,0.04,0.03,0.53,-0.01,9.32,-0.38
34.34,-0.08,0.05,0.01,0.53,-0.0,9.33,-0.57
34.36,-0.06,0.05,-0.0,0.53,0.01,9.34,-0.86
34.38,-0.05,0.03,-0.02,0.54,0.01,9.34,-1.0
34.39,-0.05,0.01,-0.04,0.53,0.01,9.35,-0.86
34.41,-0.07,-0.03,-0.04,0.53,0.01,9.35,-0.57
34.43,-0.08,-0.07,-0.02,0.53,0.01,9.34,-0.39
34.45,-0.09,-0.08,0.0,0.53,0.01,9.33,-0.38
34.46,-0.09,-0.06,0.02,0.54,0.01,9.33,-0.39
34.48,-0.08,-0.04,0.04,0.54,0.01,9.34,-0.19
34.5,-0.04,-0.01,0.05,0.54,0.0,9.35,0.2
34.52,-0.01,0.01,0.04,0.53,-0.0,9.34,0.62
34.54,0.02,0.04,0.02,0.53,-0.01,9.34,0.79
34.55,0.02,0.06,0.01,0.52,-0.0,9.33,0.78
34.57,0.01,0.07,0.01,0.53,0.0,9.32,0.79
34.59,0.01,0.06,0.02,0.54,0.0,9.3,0.99
34.61,0.01,0.04,0.03,0.55,0.0,9.29,1.27
34.63,0.02,0.01,0.04,0.55,0.0,9.29,1.4
34.64,0.03,-0.01,0.02,0.56,-0.0,9.28,1.26
34.66,0.04,-0.03,-0.01,0.55,-0.0,9.28,0.96
34.68,0.04,-0.05,-0.03,0.53,-0.0,9.29,0.78
34.7,0.04,-0.06,-0.04,0.52,0.0,9.31,0.78
34.72,0.04,-0.04,-0.05,0.52,0.01,9.31,0.79
34.73,0.03,0.0,-0.06,0.53,0.02,9.31,0.57
34.75,0.03,0.04,-0.05,0.54,0.01,9.31,0.17
34.77,0.01,0.04,-0.04,0.54,-0.0,9.33,-0.22
34.79,-0.01,0.01,-0.02,0.54,-0.01,9.34,-0.39
34.81,-0.02,0.01,-0.02,0.54,-0.01,9.35,-0.38
34.82,-0.0,0.02,-0.04,0.54,0.0,9.34,-0.4
34.84,0.02,0.04,-0.05,0.54,0.01,9.33,-0.6
34.86,0.04,0.06,-0.04,0.54,0.02,9.31,-0.9
34.88,0.05,0.08,-0.01,0.54,0.02,9.3,-1.0
34.9,0.06,0.1,0.02,0.53,0.02,9.3,-0.83
34.91,0.05,0.09,0.04,0.53,0.02,9.3,-0.54
34.93,0.03,0.07,0.03,0.52,0.01,9.31,-0.38
34.95,-0.0,0.04,0.0,0.52,-0.0,9.31,-0.39
34.97,-0.01,0.0,-0.01,0.53,-0.02,9.31,-0.38
34.98,-0.02,-0.02,-0.03,0.54,-0.02,9.31,-0.17
35.0,-0.04,-0.01,-0.05,0.54,-0.02,9.29,0.28
35.02,-0.06,0.01,-0.06,0.54,-0.01,9.29,0.64
35.04,-0.08,0.03,-0.06,0.55,-0.01,9.3,0.8
35.06,-0.08,0.06,-0.04,0.55,-0.0,9.3,0.77
35.08,-0.07,0.07,-0.02,0.54,0.0,9.3,0.81
35.09,-0.06,0.06,0.01,0.54,0.0,9.3,1.02
35.11,-0.06,0.05,0.02,0.54,-0.01,9.3,1.3
35.13,-0.05,0.02,0.01,0.55,-0.01,9.3,1.4
35.15,-0.03,-0.0,0.0,0.55,-0.02,9.31,1.22
35.16,-0.01,-0.01,-0.01,0.55,-0.03,9.31,0.93
35.18,0.03,0.01,-0.01,0.54,-0.03,9.31,0.77
35.2,0.06,0.03,-0.01,0.54,-0.03,9.32,0.79
35.22,0.05,0.04,-0.02,0.54,-0.03,9.33,0.77
35.24,0.02,0.02,-0.02,0.53,-0.02,9.33,0.55
35.25,0.0,-0.0,-0.02,0.53,-0.02,9.32,0.1
35.27,0.01,-0.02,-0.01,0.53,-0.01,9.31,-0.25
35.29,-0.0,-0.04,-0.01,0.52,-0.0,9.3,-0.4
35.31,-0.01,-0.04,-0.01,0.51,0.01,9.31,-0.37
35.33,-0.01,-0.01,-0.02,0.51,0.02,9.32,-0.41
35.34,-0.03,0.01,-0.03,0.51,0.02,9.33,-0.65
35.36,-0.06,0.0,-0.02,0.52,0.01,9.32,-0.91
35.38,-0.07,0.0,-0.01,0.53,0.0,9.33,-0.99
35.4,-0.05,0.01,-0.01,0.53,-0.0,9.34,-0.8
35.42,-0.05,0.01,-0.01,0.53,-0.0,9.36,-0.5
35.43,-0.04,-0.01,0.01,0.53,0.01,9.37,-0.37
35.45,-0.03,-0.03,0.02,0.53,0.02,9.36,-0.39
35.47,-0.01,-0.03,0.02,0.53,0.02,9.35,-0.37
35.49,-0.01,-0.04,0.02,0.53,0.03,9.35,-0.11
35.51,-0.01,-0.02,0.02,0.53,0.03,9.34,0.32
35.52,-0.01,0.01,0.02,0.53,0.02,9.31,0.68
35.54,-0.0,0.04,0.02,0.52,0.01,9.3,0.8
35.56,0.0,0.06,0.02,0.52,0.01,9.29,0.77
35.58,0.02,0.07,0.03,0.51,0.01,9.29,0.82
35.6,0.03,0.05,0.03,0.52,0.01,9.3,1.07
35.61,0.02,0.02,0.02,0.52,0.02,9.3,1.32
35.63,-0.01,0.01,-0.0,0.52,0.02,9.31,1.38
35.65,-0.02,0.01,-0.02,0.51,0.02,9.31,1.18
35.67,-0.02,0.02,-0.02,0.51,0.01,9.31,0.9
35.68,-0.02,0.05,-0.02,0.52,0.0,9.3,0.77
35.7,-0.02,0.07,0.01,0.52,-0.0,9.29,0.79
35.72,-0.02,0.08,0.05,0.52,-0.01,9.28,0.76
35.74,-0.01,0.07,0.08,0.52,-0.01,9.29,0.49
35.76,-0.0,0.07,0.08,0.52,-0.02,9.31,0.05
35.77,-0.01,0.04,0.05,0.53,-0.02,9.32,-0.3
35.79,-0.02,0.02,0.02,0.52,-0.01,9.32,-0.4
35.81,-0.02,0.03,0.01,0.51,-0.01,9.32,-0.37
35.83,-0.02,0.05,0.0,0.52,-0.0,9.32,-0.43
35.85,-0.02,0.05,-0.01,0.52,-0.0,9.31,-0.68
35.86,-0.01,0.0,-0.01,0.53,-0.0,9.31,-0.94
35.88,-0.01,-0.04,0.0,0.52,-0.0,9.3,-0.98
35.9,-0.01,-0.06,0.01,0.52,-0.0,9.3,-0.75
35.92,-0.01,-0.05,0.0,0.51,-0.0,9.29,-0.49
35.94,0.01,-0.05,-0.01,0.51,-0.01,9.3,-0.37
35.95,0.02,-0.04,-0.03,0.52,-0.01,9.29,-0.39
35.97,0.02,-0.03,-0.04,0.53,-0.0,9.28,-0.34
35.99,0.0,-0.02,-0.04,0.54,0.01,9.3,-0.07
36.01,-0.0,-0.02,-0.03,0.54,0.01,9.32,0.37
36.03,0.01,-0.03,-0.04,0.54,0.02,9.33,0.71
36.04,0.02,-0.04,-0.05,0.53,0.02,9.33,0.8
36.06,0.03,-0.03,-0.06,0.53,0.01,9.32,0.77
36.08,0.03,-0.01,-0.06,0.53,-0.0,9.31,0.84
36.1,0.04,0.02,-0.04,0.54,-0.0,9.29,1.1
36.12,0.04,0.06,-0.01,0.54,0.0,9.29,1.35
36.13,0.02,0.08,-0.0,0.55,-0.0,9.29,1.38
36.15,-0.01,0.08,-0.01,0.55,-0.0,9.3,1.13
36.17,-0.02,0.08,-0.0,0.54,0.0,9.31,0.88
36.19,-0.03,0.09,-0.0,0.54,-0.0,9.33,0.77
36.2,-0.03,0.1,0.0,0.54,-0.01,9.34,0.8
36.22,-0.04,0.09,0.01,0.54,-0.0,9.33,0.74
36.24,-0.02,0.04,0.02,0.54,0.0,9.33,0.44
36.26,0.01,0.01,0.02,0.55,0.01,9.33,0.0
36.28,0.03,0.03,0.01,0.55,0.01,9.34,-0.32
36.29,0.01,0.06,0.02,0.54,0.01,9.33,-0.4
36.31,-0.01,0.07,0.01,0.54,0.0,9.32,-0.37
36.33,-0.02,0.07,0.0,0.54,0.0,9.32,-0.45
36.35,-0.01,0.09,0.0,0.53,-0.0,9.32,-0.7
36.37,-0.0,0.09,-0.01,0.53,-0.01,9.33,-0.96
36.38,0.01,0.06,-0.03,0.52,-0.01,9.34,-0.97
36.4,-0.0,0.02,-0.03,0.53,-0.02,9.34,-0.72
36.42,-0.02,-0.01,-0.02,0.53,-0.02,9.33,-0.47
36.44,-0.04,-0.03,-0.02,0.53,-0.02,9.33,-0.37
36.46,-0.06,-0.03,-0.03,0.52,-0.02,9.32,-0.4
36.47,-0.07,-0.01,-0.03,0.52,-0.01,9.32,-0.33
36.49,-0.07,0.03,-0.02,0.52,0.0,9.31,0.0
36.51,-0.06,0.07,-0.02,0.53,0.01,9.31,0.42
36.53,-0.06,0.08,-0.01,0.54,0.02,9.31,0.74
36.54,-0.06,0.07,-0.01,0.55,0.01,9.31,0.8
36.56,-0.06,0.07,0.0,0.55,0.01,9.31,0.77
36.58,-0.06,0.07,0.01,0.55,0.01,9.3,0.87
36.6,-0.05,0.04,0.01,0.55,0.01,9.31,1.13
36.62,-0.05,0.02,0.01,0.55,0.01,9.32,1.37
36.63,-0.06,-0.01,0.01,0.54,0.0,9.33,1.35
36.65,-0.08,-0.04,0.02,0.54,-0.0,9.34,1.1
36.67,-0.08,-0.07,0.04,0.55,-0.01,9.34,0.84
36.69,-0.08,-0.1,0.09,0.55,-0.02,9.33,0.77
36.71,-0.09,-0.12,0.1,0.55,-0.02,9.33,0.8
36.72,-0.1,-0.1,0.07,0.55,-0.02,9.32,0.72
36.74,-0.09,-0.06,0.04,0.54,-0.0,9.31,0.37
36.76,-0.08,-0.0,0.02,0.53,0.0,9.31,-0.04
36.78,-0.07,0.03,0.01,0.52,0.01,9.32,-0.35
36.8,-0.05,0.05,0.01,0.51,0.01,9.33,-0.4
36.81,-0.04,0.06,0.01,0.51,0.0,9.35,-0.37
36.83,-0.04,0.08,0.0,0.51,0.0,9.35,-0.48
36.85,-0.02,0.06,-0.01,0.52,0.0,9.34,-0.75
36.87,-0.01,0.01,-0.03,0.52,-0.0,9.34,-0.98
36.89,-0.02,-0.04,-0.04,0.53,-0.01,9.35,-0.94
36.9,-0.02,-0.06,-0.04,0.54,-0.01,9.36,-0.7
36.92,-0.02,-0.05,-0.03,0.54,-0.01,9.36,-0.43
36.94,-0.03,-0.02,-0.0,0.54,-0.01,9.35,-0.37
36.96,-0.04,-0.0,0.03,0.54,-0.01,9.33,-0.4
36.97,-0.04,0.02,0.05,0.54,-0.01,9.3,-0.31
36.99,-0.03,0.02,0.05,0.55,-0.01,9.29,0.05
37.01,-0.01,0.02,0.03,0.54,-0.01,9.29,0.49
37.03,0.01,0.03,0.02,0.53,-0.0,9.29,0.75
37.05,0.02,0.04,-0.0,0.52,0.0,9.3,0.79
37.06,-0.0,0.03,-0.02,0.52,0.01,9.32,0.77
37.08,-0.04,0.0,-0.04,0.5,0.01,9.31,0.89
37.1,-0.06,-0.02,-0.07,0.5,0.02,9.29,1.17
37.12,-0.04,-0.04,-0.06,0.5,0.02,9.29,1.39
37.14,0.01,-0.06,-0.04,0.52,0.02,9.28,1.33
37.15,0.05,-0.05,-0.01,0.54,0.01,9.27,1.07
37.17,0.06,-0.02,0.02,0.55,-0.0,9.27,0.83
37.19,0.06,-0.01,0.03,0.55,-0.01,9.28,0.77
37.21,0.07,0.02,0.02,0.55,-0.01,9.29,0.8
37.23,0.06,0.06,-0.0,0.56,-0.01,9.31,0.68
37.24,0.03,0.09,-0.03,0.56,-0.01,9.31,0.35
37.26,-0.02,0.09,-0.04,0.55,0.0,9.3,-0.11
37.28,-0.04,0.06,-0.03,0.55,0.01,9.29,-0.36
37.3,-0.07,0.03,-0.02,0.54,0.01,9.29,-0.39
37.32,-0.08,0.02,-0.0,0.54,0.0,9.29,-0.37
37.34,-0.1,0.02,-0.01,0.54,0.01,9.29,-0.51
37.35,-0.12,0.02,-0.02,0.54,0.02,9.28,-0.78
37.37,-0.1,0.01,-0.01,0.55,0.03,9.28,-0.99
37.39,-0.05,-0.02,0.0,0.55,0.03,9.28,-0.92
37.41,-0.01,-0.02,0.02,0.55,0.02,9.3,-0.65
37.42,0.0,-0.02,0.03,0.54,0.0,9.32,-0.42
37.44,-0.01,-0.01,0.03,0.53,-0.01,9.33,-0.37
37.46,-0.03,0.02,0.02,0.52,-0.01,9.34,-0.4
37.48,-0.07,0.04,-0.01,0.51,0.0,9.34,-0.27
37.5,-0.09,0.03,-0.03,0.52,0.01,9.33,0.08
37.51,-0.08,0.02,-0.04,0.53,0.01,9.32,0.53
37.53,-0.06,0.01,-0.02,0.54,0.0,9.32,0.77
37.55,-0.03,0.02,-0.02,0.55,0.0,9.33,0.79
37.57,-0.02,0.01,-0.04,0.54,-0.0,9.35,0.77
37.59,-0.02,-0.01,-0.05,0.53,0.0,9.36,0.91
37.6,-0.02,-0.04,-0.05,0.53,0.01,9.35,1.22
37.62,-0.02,-0.07,-0.03,0.53,0.01,9.35,1.39
37.64,-0.02,-0.09,-0.02,0.54,0.02,9.35,1.3
37.66,-0.02,-0.07,-0.02,0.54,0.02,9.35,1.04
37.68,-0.01,-0.05,-0.01,0.54,0.02,9.35,0.8
37.69,0.0,-0.03,-0.0,0.54,0.02,9.34,0.77
37.71,0.01,-0.0,0.01,0.54,0.02,9.31,0.8
37.73,0.0,0.04,0.0,0.55,0.02,9.29,0.65
37.75,-0.01,0.07,0.0,0.55,0.02,9.29,0.28
37.77,-0.03,0.09,-0.0,0.56,0.02,9.3,-0.15
37.78,-0.06,0.07,-0.0,0.56,0.02,9.31,-0.38
37.8,-0.07,0.02,0.01,0.56,0.02,9.32,-0.39
37.82,-0.07,-0.03,0.03,0.56,0.01,9.32,-0.38
37.84,-0.08,-0.07,0.03,0.56,0.0,9.32,-0.53
37.86,-0.1,-0.08,0.02,0.55,-0.0,9.32,-0.83
37.87,-0.08,-0.06,0.01,0.54,-0.01,9.32,-1.0
37.89,-0.03,-0.02,-0.0,0.54,-0.01,9.31,-0.89
37.91,0.0,0.02,-0.01,0.54,-0.0,9.29,-0.62
37.93,0.01,0.03,-0.01,0.53,0.01,9.29,-0.4
37.94,0.0,0.0,-0.02,0.53,0.03,9.3,-0.37
37.96,0.01,-0.02,-0.03,0.53,0.04,9.32,-0.4
37.98,0.01,-0.03,-0.04,0.54,0.04,9.35,-0.24
38.0,0.01,-0.02,-0.04,0.54,0.02,9.34,0.15
38.02,0.01,0.01,-0.04,0.54,0.01,9.33,0.57
38.03,0.0,0.04,-0.03,0.53,0.0,9.33,0.78
38.05,-0.01,0.04,0.01,0.52,0.0,9.33,0.79
38.07,-0.02,0.03,0.04,0.5,0.0,9.33,0.78
38.09,-0.03,0.02,0.06,0.5,0.01,9.33,0.94
38.11,-0.05,0.04,0.07,0.5,0.02,9.32,1.25
38.12,-0.06,0.08,0.07,0.52,0.02,9.29,1.4
38.14,-0.05,0.09,0.07,0.53,0.02,9.28,1.29
38.16,-0.02,0.07,0.06,0.54,0.01,9.27,1.0
38.18,0.01,0.03,0.04,0.54,0.01,9.28,0.8
38.2,0.03,0.0,0.02,0.54,-0.0,9.29,0.78
38.21,0.03,-0.01,-0.0,0.54,-0.0,9.31,0.79
38.23,0.01,-0.03,-0.02,0.55,-0.01,9.32,0.62
38.25,-0.01,-0.06,-0.04,0.55,-0.01,9.34,0.23
38.27,-0.02,-0.06,-0.05,0.55,-0.0,9.34,-0.19
38.29,-0.03,-0.04,-0.05,0.54,0.0,9.34,-0.39
38.3,-0.02,-0.01,-0.03,0.53,0.01,9.34,-0.38
38.32,-0.02,0.03,0.01,0.53,0.01,9.34,-0.38
38.34,-0.02,0.04,0.04,0.54,0.01,9.33,-0.57
38.36,-0.02,0.02,0.07,0.54,0.01,9.32,-0.85
38.38,-0.02,0.0,0.08,0.54,0.0,9.32,-1.0
38.39,-0.0,-0.03,0.07,0.55,0.0,9.32,-0.87
38.41,0.02,-0.06,0.06,0.55,0.0,9.32,-0.57
38.43,0.03,-0.08,0.06,0.55,0.01,9.32,-0.39
38.45,0.03,-0.08,0.05,0.55,0.0,9.31,-0.38
38.46,0.03,-0.08,0.04,0.54,0.0,9.31,-0.39
