Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
1083.86,-0.02,0.01,0.08,-8.96,1.15,-3.64
1083.97,-0.05,-0.04,0.05,-8.97,1.15,-3.63
1084.09,-0.08,-0.07,-0.01,-8.97,1.15,-3.64
1084.21,-0.09,-0.07,-0.07,-8.97,1.15,-3.64
1084.32,-0.09,-0.06,-0.08,-8.97,1.14,-3.63
1084.44,-0.07,-0.04,-0.05,-8.97,1.14,-3.63
1084.56,-0.07,-0.02,-0.03,-8.97,1.13,-3.63
1084.67,-0.08,-0.01,-0.04,-8.97,1.13,-3.63
1084.79,-0.07,-0.02,-0.03,-8.97,1.13,-3.63
1084.91,-0.05,-0.04,0.01,-8.97,1.13,-3.64
1085.02,-0.06,-0.02,-0.01,-8.98,1.14,-3.64
1085.14,-0.08,-0.0,-0.08,-8.98,1.14,-3.64
1085.25,-0.08,-0.02,-0.06,-8.97,1.14,-3.64
1085.37,-0.07,-0.02,-0.03,-8.97,1.14,-3.64
1085.49,-0.09,0.04,-0.1,-8.96,1.14,-3.63
1085.6,-0.09,0.07,-0.12,-8.97,1.14,-3.63
1085.72,-0.08,0.05,-0.06,-8.97,1.13,-3.63
1085.84,-0.08,0.01,-0.05,-8.97,1.13,-3.63
1085.95,-0.09,-0.01,-0.06,-8.97,1.13,-3.63
1086.07,-0.05,-0.02,0.06,-8.97,1.13,-3.63
1086.19,-0.0,-0.06,0.2,-8.97,1.13,-3.63
1086.3,0.01,-0.07,0.22,-8.97,1.13,-3.64
1086.42,-0.01,-0.03,0.15,-8.97,1.14,-3.64
1086.53,-0.04,0.0,0.03,-8.97,1.14,-3.64
1086.65,-0.06,0.01,-0.03,-8.98,1.14,-3.64
1086.77,-0.06,0.01,-0.03,-8.97,1.14,-3.63
1086.88,-0.05,0.01,0.0,-8.97,1.14,-3.63
1087.0,-0.04,-0.01,0.04,-8.97,1.14,-3.63
1087.11,-0.05,-0.01,0.04,-8.96,1.14,-3.63
1087.23,-0.06,-0.01,0.02,-8.97,1.14,-3.63
1087.35,-0.06,-0.01,0.01,-8.97,1.13,-3.63
1087.46,-0.07,-0.01,-0.01,-8.98,1.13,-3.64
1087.58,-0.07,-0.01,-0.03,-8.98,1.14,-3.64
1087.69,-0.07,-0.01,-0.05,-8.98,1.14,-3.64
1087.81,-0.07,0.0,-0.04,-8.97,1.13,-3.64
1087.93,-0.06,0.0,-0.01,-8.97,1.13,-3.64
1088.04,-0.06,0.01,0.0,-8.97,1.13,-3.64
1088.16,-0.06,0.01,0.01,-8.97,1.13,-3.64
1088.28,-0.06,0.02,-0.0,-8.97,1.13,-3.64
1088.39,-0.07,0.02,-0.02,-8.97,1.13,-3.63
1088.51,-0.07,0.01,-0.03,-8.97,1.13,-3.63
1088.63,-0.06,0.0,-0.03,-8.97,1.13,-3.62
1088.74,-0.06,-0.02,-0.01,-8.97,1.13,-3.62
1088.86,-0.06,-0.04,0.0,-8.97,1.13,-3.62
1088.97,-0.06,-0.03,-0.0,-8.97,1.13,-3.63
1089.09,-0.06,-0.01,-0.01,-8.97,1.13,-3.63
1089.21,-0.06,-0.01,-0.01,-8.97,1.14,-3.64
1089.32,-0.06,0.0,-0.01,-8.98,1.14,-3.64
1089.44,-0.06,0.01,-0.01,-8.97,1.13,-3.65
1089.56,-0.06,0.02,-0.02,-8.97,1.13,-3.65
1089.67,-0.07,0.02,-0.03,-8.97,1.13,-3.64
1089.79,-0.07,0.03,-0.04,-8.97,1.13,-3.64
1089.9,-0.07,0.02,-0.04,-8.97,1.13,-3.64
1090.02,-0.07,0.01,-0.02,-8.97,1.13,-3.64
1090.14,-0.05,0.0,-0.01,-8.97,1.14,-3.64
1090.25,-0.04,0.01,-0.01,-8.98,1.14,-3.63
1090.37,-0.04,0.01,-0.02,-8.98,1.14,-3.63
1090.48,-0.03,0.02,-0.02,-8.98,1.13,-3.62
1090.6,-0.03,0.02,-0.03,-8.98,1.13,-3.62
1090.72,-0.05,0.02,-0.05,-8.98,1.13,-3.63
1090.83,-0.06,0.02,-0.07,-8.98,1.13,-3.63
1090.95,-0.07,0.01,-0.04,-8.97,1.13,-3.63
1091.06,-0.06,0.01,0.01,-8.97,1.13,-3.63
1091.18,-0.05,0.01,0.04,-8.97,1.13,-3.63
1091.3,-0.05,0.01,0.04,-8.97,1.13,-3.63
1091.41,-0.06,0.02,0.01,-8.97,1.14,-3.63
1091.53,-0.06,0.01,0.0,-8.97,1.14,-3.63
1091.65,-0.05,-0.02,0.02,-8.97,1.14,-3.63
1091.76,-0.04,-0.03,0.02,-8.97,1.14,-3.64
1091.88,-0.04,-0.02,0.0,-8.97,1.14,-3.64
1091.99,-0.05,-0.01,-0.02,-8.97,1.13,-3.63
1092.11,-0.05,-0.01,-0.01,-8.97,1.13,-3.63
1092.23,-0.06,-0.01,0.0,-8.97,1.12,-3.64
1092.34,-0.06,-0.01,0.0,-8.97,1.12,-3.64
1092.46,-0.06,0.0,-0.02,-8.97,1.13,-3.65
1092.58,-0.07,0.01,-0.03,-8.97,1.13,-3.64
1092.69,-0.06,0.02,-0.03,-8.97,1.13,-3.64
1092.81,-0.05,0.03,-0.02,-8.97,1.13,-3.64
1092.92,-0.05,0.03,-0.02,-8.97,1.13,-3.63
1093.04,-0.06,0.02,-0.05,-8.97,1.13,-3.63
1093.16,-0.07,0.02,-0.11,-8.97,1.12,-3.63
1093.27,-0.08,0.01,-0.12,-8.97,1.12,-3.63
1093.39,-0.07,-0.01,-0.07,-8.98,1.13,-3.64
1093.51,-0.06,-0.02,-0.02,-8.98,1.13,-3.64
1093.62,-0.06,-0.01,-0.01,-8.98,1.13,-3.64
1093.74,-0.06,-0.01,-0.0,-8.98,1.13,-3.64
1093.85,-0.05,-0.02,0.02,-8.97,1.13,-3.64
1093.97,-0.05,-0.03,0.03,-8.97,1.13,-3.64
1094.09,-0.06,-0.02,0.01,-8.97,1.13,-3.64
1094.2,-0.06,-0.02,0.0,-8.97,1.13,-3.65
1094.32,-0.05,-0.03,0.02,-8.97,1.13,-3.65
1094.44,-0.05,-0.03,0.02,-8.97,1.13,-3.64
1094.55,-0.06,-0.02,-0.0,-8.97,1.13,-3.64
1094.67,-0.05,-0.01,0.03,-8.97,1.13,-3.64
1094.79,-0.03,-0.02,0.1,-8.97,1.13,-3.64
1094.9,-0.02,-0.02,0.12,-8.97,1.13,-3.64
1095.02,-0.02,-0.02,0.11,-8.97,1.13,-3.63
1095.13,-0.02,-0.01,0.1,-8.97,1.12,-3.63
1095.25,-0.03,0.0,0.06,-8.97,1.12,-3.63
1095.36,-0.04,0.02,0.01,-8.97,1.12,-3.64
1095.48,-0.04,0.01,-0.01,-8.97,1.12,-3.63
1095.6,-0.03,-0.0,0.01,-8.97,1.12,-3.63
1095.71,-0.02,-0.03,0.05,-8.97,1.12,-3.63
1095.83,0.0,-0.04,0.14,-8.97,1.13,-3.63
1095.95,0.01,-0.03,0.15,-8.97,1.13,-3.63
1096.06,-0.01,-0.01,0.08,-8.97,1.13,-3.63
1096.18,-0.03,-0.01,0.03,-8.97,1.13,-3.63
1096.3,-0.03,-0.02,0.02,-8.97,1.12,-3.63
1096.41,-0.05,-0.03,0.0,-8.97,1.12,-3.64
1096.53,-0.06,-0.02,-0.04,-8.98,1.12,-3.64
1096.64,-0.08,0.01,-0.1,-8.98,1.12,-3.64
1096.76,-0.08,0.03,-0.12,-8.98,1.12,-3.64
1096.88,-0.1,0.04,-0.14,-8.97,1.12,-3.64
1096.99,-0.12,0.04,-0.17,-8.97,1.12,-3.63
1097.11,-0.09,0.01,-0.08,-8.97,1.13,-3.63
1097.22,-0.05,-0.02,0.03,-8.97,1.12,-3.63
1097.34,-0.05,0.01,0.02,-8.97,1.12,-3.64
1097.46,-0.07,0.04,-0.04,-8.97,1.12,-3.64
1097.57,-0.09,0.04,-0.07,-8.97,1.12,-3.64
1097.69,-0.08,0.03,-0.06,-8.97,1.12,-3.64
1097.81,-0.08,0.03,-0.06,-8.97,1.12,-3.64
1097.92,-0.07,0.02,-0.05,-8.97,1.12,-3.64
1098.04,-0.06,0.0,-0.02,-8.97,1.12,-3.64
1098.15,-0.06,-0.01,0.0,-8.97,1.12,-3.64
1098.27,-0.06,-0.01,-0.02,-8.97,1.12,-3.64
1098.39,-0.07,-0.0,-0.05,-8.97,1.12,-3.64
1098.5,-0.07,-0.0,-0.05,-8.97,1.12,-3.63
1098.62,-0.06,-0.01,-0.03,-8.97,1.12,-3.63
1098.73,-0.05,-0.02,0.0,-8.97,1.12,-3.63
1098.85,-0.05,-0.01,0.01,-8.97,1.12,-3.63
1098.97,-0.05,0.02,0.0,-8.97,1.12,-3.63
1099.08,-0.05,0.04,0.01,-8.97,1.12,-3.63
1099.2,-0.05,0.03,0.02,-8.97,1.11,-3.63
1099.32,-0.03,0.01,0.04,-8.98,1.11,-3.63
1099.43,-0.01,-0.0,0.09,-8.98,1.12,-3.63
1099.55,-0.01,-0.0,0.09,-8.97,1.12,-3.62
1099.67,-0.02,0.01,0.06,-8.97,1.12,-3.63
1099.78,-0.02,0.04,0.04,-8.97,1.12,-3.63
1099.9,0.0,0.07,0.05,-8.97,1.12,-3.63
1100.01,0.02,0.07,0.07,-8.97,1.11,-3.63
1100.13,0.0,0.03,0.02,-8.97,1.11,-3.63
1100.24,-0.03,0.01,-0.02,-8.98,1.11,-3.63
1100.36,-0.03,-0.02,-0.0,-8.98,1.12,-3.63
1100.48,-0.02,-0.04,0.02,-8.98,1.12,-3.63
1100.59,-0.01,-0.03,0.05,-8.97,1.12,-3.63
1100.71,0.01,-0.03,0.09,-8.97,1.11,-3.63
1100.82,0.0,-0.06,0.12,-8.97,1.11,-3.64
1100.94,-0.04,-0.05,0.05,-8.97,1.11,-3.64
1101.06,-0.11,0.01,-0.15,-8.97,1.11,-3.64
1101.17,-0.16,0.02,-0.28,-8.97,1.11,-3.63
1101.29,-0.15,-0.01,-0.27,-8.97,1.12,-3.63
1101.41,-0.12,-0.03,-0.21,-8.97,1.12,-3.63
1101.52,-0.09,-0.03,-0.14,-8.97,1.12,-3.64
1101.64,-0.08,-0.02,-0.1,-8.97,1.12,-3.64
1101.76,-0.07,-0.01,-0.03,-8.97,1.11,-3.64
1101.87,-0.06,-0.03,0.06,-8.97,1.11,-3.64
1101.99,-0.03,-0.04,0.14,-8.97,1.12,-3.64
1102.1,-0.03,-0.01,0.11,-8.97,1.11,-3.64
1102.22,-0.06,0.04,-0.02,-8.97,1.11,-3.64
1102.34,-0.06,0.04,-0.07,-8.97,1.11,-3.65
1102.45,-0.04,-0.0,-0.02,-8.97,1.11,-3.65
1102.57,-0.02,-0.0,-0.0,-8.97,1.11,-3.64
1102.69,-0.02,0.01,0.0,-8.97,1.11,-3.64
1102.8,-0.05,0.01,0.0,-8.97,1.11,-3.64
1102.92,-0.08,-0.01,-0.03,-8.97,1.11,-3.64
1103.03,-0.11,-0.03,-0.08,-8.97,1.11,-3.64
1103.15,-0.1,-0.09,-0.0,-8.97,1.12,-3.65
1103.27,-0.03,-0.16,0.22,-8.96,1.12,-3.65
1103.38,0.01,-0.14,0.32,-8.96,1.12,-3.66
1103.5,0.01,-0.08,0.26,-8.96,1.12,-3.65
1103.61,0.0,-0.07,0.21,-8.96,1.13,-3.65
1103.73,-0.01,-0.05,0.15,-8.97,1.13,-3.64
1103.85,-0.03,-0.02,0.06,-8.97,1.12,-3.64
1103.96,-0.06,-0.02,-0.02,-8.97,1.12,-3.63
1104.08,-0.07,-0.0,-0.07,-8.97,1.12,-3.64
1104.2,-0.06,0.03,-0.04,-8.97,1.12,-3.64
1104.31,-0.03,0.01,0.07,-8.97,1.11,-3.64
1104.43,-0.01,-0.02,0.12,-8.96,1.11,-3.64
1104.54,-0.03,-0.04,0.09,-8.96,1.11,-3.64
1104.66,-0.03,-0.04,0.06,-8.96,1.11,-3.64
1104.78,-0.05,-0.01,0.01,-8.96,1.12,-3.64
1104.89,-0.07,0.01,-0.03,-8.96,1.12,-3.63
1105.01,-0.05,0.0,0.0,-8.96,1.12,-3.63
1105.13,-0.03,-0.02,0.06,-8.96,1.13,-3.63
1105.24,-0.02,-0.05,0.08,-8.97,1.13,-3.64
1105.36,-0.03,-0.06,0.09,-8.97,1.13,-3.64
1105.47,-0.04,-0.03,0.05,-8.97,1.12,-3.64
1105.59,-0.06,0.01,-0.04,-8.97,1.12,-3.65
1105.71,-0.07,0.03,-0.09,-8.97,1.12,-3.65
1105.82,-0.08,0.05,-0.13,-8.96,1.12,-3.66
1105.94,-0.11,0.09,-0.23,-8.96,1.12,-3.65
1106.06,-0.13,0.14,-0.3,-8.96,1.12,-3.65
1106.17,-0.11,0.12,-0.25,-8.96,1.12,-3.64
1106.29,-0.09,0.06,-0.15,-8.96,1.12,-3.64
1106.4,-0.08,0.01,-0.08,-8.96,1.12,-3.64
1106.52,-0.05,-0.01,-0.03,-8.96,1.12,-3.64
1106.64,-0.04,0.01,0.02,-8.96,1.12,-3.65
1106.75,-0.04,0.02,0.03,-8.97,1.12,-3.65
1106.87,-0.06,0.05,-0.02,-8.97,1.12,-3.65
1106.98,-0.09,0.08,-0.09,-8.97,1.12,-3.64
1107.1,-0.1,0.06,-0.1,-8.96,1.12,-3.64
1107.22,-0.09,0.01,-0.08,-8.96,1.12,-3.64
1107.33,0.01,-0.09,0.22,-8.97,1.12,-3.64
1107.45,0.22,-0.23,0.85,-8.98,1.11,-3.64
1107.56,0.35,-0.25,1.22,-8.99,1.11,-3.64
1107.68,0.33,-0.2,1.14,-8.99,1.11,-3.64
1107.8,0.25,-0.15,0.89,-8.98,1.11,-3.65
1107.91,0.15,-0.1,0.56,-8.98,1.12,-3.65
1108.03,0.05,-0.05,0.26,-8.97,1.13,-3.64
1108.15,-0.03,0.01,0.03,-8.97,1.13,-3.63
1108.26,-0.08,0.06,-0.14,-8.96,1.13,-3.64
1108.38,-0.12,0.07,-0.23,-8.96,1.13,-3.64
1108.49,-0.12,0.06,-0.25,-8.96,1.13,-3.64
1108.61,-0.11,0.07,-0.23,-8.96,1.13,-3.64
1108.73,-0.1,0.06,-0.18,-8.96,1.12,-3.63
1108.84,-0.09,0.02,-0.11,-8.97,1.12,-3.64
1108.96,-0.09,-0.01,-0.08,-8.97,1.12,-3.64
1109.07,-0.08,-0.03,-0.05,-8.97,1.12,-3.64
1109.19,-0.06,-0.03,-0.02,-8.98,1.12,-3.64
1109.31,-0.05,-0.01,-0.02,-8.98,1.12,-3.64
1109.42,-0.05,-0.01,-0.02,-8.97,1.12,-3.64
1109.54,-0.07,-0.04,-0.07,-8.97,1.12,-3.64
1109.66,-0.11,-0.01,-0.19,-8.97,1.12,-3.64
1109.77,-0.12,-0.01,-0.2,-8.97,1.12,-3.64
1109.89,-0.07,-0.06,-0.07,-8.97,1.12,-3.64
1110.01,-0.03,-0.05,0.01,-8.97,1.12,-3.63
1110.12,-0.01,-0.02,0.01,-8.97,1.12,-3.63
1110.24,-0.03,-0.01,-0.04,-8.97,1.12,-3.64
1110.35,0.09,0.12,0.22,-8.96,1.13,-3.64
1110.47,0.39,0.36,0.92,-8.93,1.14,-3.64
1110.59,0.54,0.35,1.33,-8.92,1.14,-3.64
1110.7,0.44,0.13,1.19,-8.93,1.14,-3.64
1110.82,0.28,-0.0,0.85,-8.94,1.14,-3.65
1110.93,0.14,-0.06,0.5,-8.95,1.13,-3.65
1111.05,0.03,-0.11,0.23,-8.96,1.13,-3.65
1111.17,-0.02,-0.12,0.09,-8.97,1.12,-3.64
1111.28,-0.04,-0.09,0.02,-8.97,1.12,-3.63
1111.4,-0.06,-0.06,-0.02,-8.97,1.12,-3.63
1111.52,-0.06,-0.03,-0.03,-8.97,1.12,-3.63
1111.63,-0.06,-0.01,-0.01,-8.97,1.13,-3.63
1111.75,-0.06,-0.01,-0.02,-8.97,1.13,-3.63
1111.86,-0.07,0.0,-0.03,-8.97,1.13,-3.63
1111.98,-0.07,0.01,-0.06,-8.97,1.13,-3.64
1112.1,-0.07,0.01,-0.07,-8.97,1.12,-3.64
1112.21,-0.05,0.01,-0.01,-8.97,1.12,-3.64
1112.33,-0.02,0.01,0.06,-8.97,1.12,-3.65
1112.44,-0.01,-0.01,0.11,-8.97,1.12,-3.64
1112.56,-0.01,-0.04,0.15,-8.97,1.12,-3.64
1112.68,-0.01,-0.05,0.16,-8.97,1.12,-3.64
1112.79,-0.02,-0.03,0.12,-8.97,1.12,-3.64
1112.91,-0.05,0.01,0.05,-8.97,1.13,-3.64
1113.03,-0.05,0.01,0.02,-8.96,1.13,-3.64
1113.14,-0.06,0.0,-0.0,-8.96,1.13,-3.65
1113.26,-0.07,0.02,-0.05,-8.96,1.13,-3.65
1113.37,-0.08,0.03,-0.09,-8.96,1.12,-3.65
1113.49,-0.07,0.05,-0.09,-8.96,1.12,-3.65
1113.61,-0.06,0.05,-0.05,-8.96,1.12,-3.65
1113.72,-0.05,0.03,-0.01,-8.96,1.12,-3.65
1113.84,-0.04,0.03,0.01,-8.96,1.12,-3.64
1113.95,-0.03,0.03,-0.0,-8.97,1.12,-3.63
1114.07,-0.03,0.01,0.0,-8.97,1.12,-3.63
1114.19,-0.02,-0.01,0.01,-8.98,1.13,-3.64
1114.3,-0.02,-0.0,0.01,-8.98,1.12,-3.64
1114.42,-0.03,0.01,0.01,-8.98,1.12,-3.64
1114.54,-0.04,0.01,-0.0,-8.97,1.12,-3.64
1114.65,-0.05,0.01,-0.03,-8.97,1.12,-3.64
1114.77,-0.06,-0.01,-0.04,-8.97,1.12,-3.64
1114.89,-0.07,-0.04,-0.04,-8.97,1.12,-3.64
1115.0,-0.08,-0.03,-0.07,-8.96,1.12,-3.64
1115.12,-0.08,-0.01,-0.07,-8.96,1.12,-3.64
1115.23,-0.07,-0.01,-0.05,-8.96,1.11,-3.64
1115.35,-0.08,-0.0,-0.08,-8.97,1.11,-3.64
1115.47,-0.08,0.01,-0.11,-8.97,1.11,-3.64
1115.58,-0.07,0.01,-0.1,-8.97,1.12,-3.64
1115.7,-0.07,0.02,-0.08,-8.97,1.12,-3.64
1115.81,-0.08,0.02,-0.1,-8.96,1.12,-3.64
1115.93,-0.09,0.04,-0.14,-8.96,1.11,-3.63
1116.05,-0.08,0.04,-0.14,-8.96,1.11,-3.63
1116.16,-0.07,0.02,-0.12,-8.97,1.11,-3.63
1116.28,-0.05,-0.0,-0.05,-8.97,1.11,-3.63
1116.4,-0.03,-0.02,0.02,-8.96,1.11,-3.63
1116.51,-0.02,-0.02,0.05,-8.97,1.11,-3.63
1116.63,-0.04,-0.01,0.03,-8.97,1.11,-3.63
1116.75,-0.06,-0.01,-0.02,-8.97,1.12,-3.63
1116.86,-0.08,-0.0,-0.06,-8.97,1.12,-3.63
1116.98,-0.09,0.0,-0.09,-8.98,1.12,-3.64
1117.09,-0.08,-0.01,-0.06,-8.98,1.12,-3.64
1117.21,-0.06,-0.02,-0.01,-8.98,1.12,-3.64
1117.33,-0.04,-0.01,0.02,-8.98,1.12,-3.64
1117.44,-0.04,-0.01,0.01,-8.97,1.12,-3.65
1117.56,-0.05,-0.01,-0.01,-8.97,1.12,-3.65
1117.68,-0.06,-0.0,-0.04,-8.97,1.12,-3.65
1117.79,-0.06,-0.01,-0.05,-8.97,1.12,-3.64
1117.91,-0.06,-0.0,-0.04,-8.97,1.12,-3.64
1118.02,-0.06,-0.0,-0.03,-8.97,1.12,-3.64
1118.14,-0.05,-0.01,-0.01,-8.97,1.12,-3.64
1118.26,-0.04,-0.01,0.02,-8.97,1.12,-3.64
1118.37,-0.04,-0.0,0.03,-8.97,1.12,-3.64
1118.49,-0.05,0.01,0.0,-8.97,1.12,-3.64
1118.61,-0.06,0.02,-0.02,-8.97,1.12,-3.64
1118.72,-0.07,0.03,-0.03,-8.97,1.12,-3.64
1118.84,-0.06,0.04,-0.04,-8.98,1.12,-3.63
1118.95,-0.05,0.03,-0.02,-8.98,1.12,-3.63
1119.07,-0.04,0.03,0.01,-8.97,1.12,-3.63
1119.19,-0.03,0.03,0.04,-8.97,1.12,-3.63
1119.3,-0.02,0.02,0.08,-8.98,1.12,-3.63
1119.42,-0.01,-0.0,0.11,-8.98,1.12,-3.63
1119.54,-0.01,-0.02,0.12,-8.97,1.12,-3.64
1119.65,-0.02,-0.03,0.1,-8.97,1.12,-3.64
1119.77,-0.04,-0.02,0.06,-8.97,1.12,-3.64
1119.88,-0.05,-0.02,0.03,-8.97,1.12,-3.64
1120.0,-0.04,-0.03,0.04,-8.97,1.12,-3.64
1120.12,-0.02,-0.02,0.09,-8.97,1.12,-3.63
1120.23,-0.02,0.01,0.08,-8.97,1.12,-3.63
1120.35,-0.04,0.04,0.03,-8.97,1.11,-3.64
1120.46,-0.05,0.04,-0.0,-8.97,1.11,-3.64
1120.58,-0.05,0.01,-0.01,-8.97,1.11,-3.64
1120.7,-0.04,-0.0,-0.02,-8.97,1.12,-3.64
1120.81,-0.04,0.0,-0.03,-8.97,1.12,-3.64
1120.93,-0.03,0.02,-0.03,-8.97,1.12,-3.64
1121.05,-0.02,0.05,-0.02,-8.97,1.12,-3.64
1121.16,0.03,0.07,0.15,-8.96,1.12,-3.65
1121.28,0.15,0.1,0.47,-8.96,1.12,-3.65
1121.39,0.19,0.14,0.58,-8.96,1.12,-3.64
1121.51,0.14,0.12,0.45,-8.96,1.12,-3.64
1121.63,0.06,0.07,0.25,-8.96,1.12,-3.63
1121.74,-0.02,0.03,0.04,-8.97,1.12,-3.64
1121.86,-0.08,0.01,-0.1,-8.97,1.12,-3.64
1121.97,-0.09,-0.0,-0.13,-8.97,1.12,-3.64
1122.09,-0.08,0.01,-0.11,-8.97,1.12,-3.64
1122.21,-0.06,0.01,-0.07,-8.97,1.11,-3.64
1122.32,-0.05,0.01,-0.04,-8.97,1.11,-3.65
1122.44,-0.05,0.01,-0.01,-8.97,1.11,-3.65
1122.55,-0.03,-0.0,0.04,-8.97,1.11,-3.65
1122.67,-0.01,-0.01,0.1,-8.97,1.11,-3.65
1122.79,0.01,0.0,0.14,-8.97,1.11,-3.65
1122.9,0.02,0.01,0.16,-8.96,1.11,-3.64
1123.02,0.01,-0.0,0.15,-8.97,1.12,-3.64
1123.14,-0.01,-0.0,0.12,-8.97,1.12,-3.64
1123.25,-0.03,0.01,0.04,-8.97,1.12,-3.64
1123.37,-0.05,0.02,-0.04,-8.98,1.12,-3.63
1123.48,-0.07,0.03,-0.11,-8.98,1.11,-3.62
1123.6,-0.08,0.03,-0.14,-8.98,1.11,-3.62
1123.72,-0.08,0.02,-0.11,-8.97,1.11,-3.63
1123.83,-0.07,0.01,-0.06,-8.97,1.11,-3.63
1123.95,-0.05,-0.0,-0.02,-8.97,1.11,-3.64
1124.06,-0.06,-0.01,-0.04,-8.98,1.11,-3.64
1124.18,-0.1,-0.0,-0.17,-8.98,1.11,-3.64
1124.3,-0.16,0.0,-0.33,-8.98,1.12,-3.64
1124.41,-0.2,0.02,-0.45,-8.98,1.12,-3.64
1124.53,-0.21,0.03,-0.48,-8.98,1.12,-3.64
1124.65,-0.18,0.04,-0.38,-8.98,1.13,-3.64
1124.76,-0.13,0.03,-0.25,-8.98,1.12,-3.64
1124.88,-0.09,0.02,-0.13,-8.98,1.12,-3.64
1125.0,-0.05,0.0,-0.03,-8.98,1.12,-3.63
1125.11,-0.04,-0.02,0.04,-8.97,1.12,-3.63
1125.23,-0.03,-0.02,0.05,-8.97,1.11,-3.63
1125.34,-0.04,-0.0,0.03,-8.97,1.11,-3.64
1125.46,-0.06,0.03,-0.02,-8.97,1.12,-3.65
1125.57,-0.07,0.03,-0.02,-8.97,1.12,-3.65
1125.69,-0.06,0.01,0.0,-8.98,1.12,-3.65
1125.81,-0.07,0.01,-0.03,-8.98,1.12,-3.64
1125.92,-0.08,0.03,-0.06,-8.98,1.11,-3.64
1126.04,-0.06,0.02,-0.04,-8.98,1.11,-3.64
1126.16,-0.04,0.0,0.01,-8.98,1.11,-3.65
1126.27,-0.03,-0.01,0.05,-8.97,1.11,-3.65
1126.39,-0.03,-0.03,0.07,-8.97,1.11,-3.64
1126.51,-0.05,-0.03,0.03,-8.97,1.11,-3.64
1126.62,-0.06,-0.03,0.01,-8.97,1.11,-3.63
1126.74,-0.06,-0.05,0.02,-8.98,1.11,-3.63
1126.85,-0.07,-0.05,-0.02,-8.98,1.11,-3.64
1126.97,-0.07,-0.03,-0.03,-8.98,1.11,-3.64
1127.09,-0.05,-0.02,0.0,-8.98,1.12,-3.65
1127.2,-0.04,-0.0,0.01,-8.97,1.12,-3.64
1127.32,-0.03,0.03,0.03,-8.97,1.11,-3.64
1127.44,-0.03,0.04,0.03,-8.97,1.11,-3.64
1127.55,-0.04,0.03,-0.01,-8.97,1.11,-3.64
1127.67,-0.05,0.03,-0.04,-8.98,1.11,-3.64
1127.78,-0.05,0.02,-0.05,-8.98,1.11,-3.63
1127.9,-0.05,0.03,-0.05,-8.98,1.11,-3.63
1128.02,-0.04,0.03,-0.03,-8.97,1.11,-3.63
1128.13,-0.05,0.03,-0.04,-8.97,1.11,-3.63
1128.25,-0.07,0.04,-0.1,-8.97,1.11,-3.64
1128.36,-0.09,0.05,-0.11,-8.98,1.11,-3.64
1128.48,-0.09,0.05,-0.09,-8.98,1.11,-3.65
1128.6,-0.07,0.03,-0.06,-8.98,1.11,-3.65
1128.71,-0.04,-0.03,0.02,-8.98,1.11,-3.65
1128.83,-0.05,-0.07,0.02,-8.98,1.12,-3.65
1128.94,-0.1,-0.01,-0.15,-8.97,1.12,-3.65
1129.06,-0.13,0.06,-0.25,-8.97,1.12,-3.65
1129.18,-0.13,0.07,-0.22,-8.97,1.12,-3.64
1129.29,-0.13,0.09,-0.23,-8.97,1.12,-3.64
1129.41,-0.13,0.09,-0.23,-8.97,1.11,-3.64
1129.53,-0.11,0.06,-0.18,-8.97,1.11,-3.65
1129.64,-0.09,0.04,-0.16,-8.97,1.11,-3.65
1129.76,-0.09,0.02,-0.18,-8.97,1.11,-3.65
1129.88,-0.1,0.01,-0.2,-8.97,1.11,-3.64
1129.99,-0.1,-0.01,-0.21,-8.97,1.11,-3.64
1130.11,-0.08,-0.04,-0.14,-8.97,1.11,-3.63
1130.22,-0.06,-0.05,-0.05,-8.97,1.11,-3.63
1130.34,-0.04,-0.03,0.02,-8.97,1.11,-3.63
1130.46,-0.02,-0.01,0.08,-8.97,1.11,-3.63
1130.57,-0.02,0.01,0.08,-8.97,1.11,-3.63
1130.69,-0.03,0.02,0.07,-8.97,1.11,-3.64
1130.81,-0.02,-0.01,0.1,-8.97,1.11,-3.64
1130.92,-0.02,-0.03,0.1,-8.98,1.11,-3.64
1131.04,-0.04,-0.02,0.03,-8.98,1.11,-3.64
1131.15,-0.06,0.02,-0.06,-8.97,1.1,-3.65
1131.27,-0.07,0.04,-0.08,-8.97,1.1,-3.65
1131.39,-0.06,0.04,-0.05,-8.97,1.1,-3.65
1131.5,-0.05,0.04,-0.04,-8.97,1.1,-3.64
1131.62,-0.04,0.02,-0.02,-8.97,1.11,-3.64
1131.73,-0.05,-0.0,-0.01,-8.97,1.11,-3.65
1131.85,-0.06,-0.0,-0.02,-8.97,1.11,-3.64
1131.97,-0.06,0.0,-0.0,-8.97,1.11,-3.64
1132.08,-0.06,0.0,0.01,-8.97,1.11,-3.64
1132.2,-0.06,0.01,-0.0,-8.97,1.11,-3.64
1132.31,-0.06,0.03,-0.03,-8.97,1.11,-3.64
1132.43,-0.06,0.04,-0.02,-8.97,1.1,-3.64
1132.55,-0.03,0.03,0.04,-8.98,1.1,-3.64
1132.66,-0.01,0.01,0.09,-8.98,1.1,-3.64
1132.78,-0.02,-0.0,0.07,-8.98,1.1,-3.64
